Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Frisby,Leics,52.7525,-0.9713,2016,10/1,,
Frisby,Leics,52.7525,-0.9713,2017,10/5,,
Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,10/1,,
Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2005,10/1,,
Frsthrp,Lincs,53.244,-0.2114,2017,10/7,,
Gedding,Sufflk,52.1854,0.8525,2007,10/1,,
Girton,Cambridgeshire,52.241,0.0814,2004,10/1,,
Girton,Cambs,52.241,0.0814,2009,29/9,296,7.52
Girton,Cambs,52.241,0.0814,2010,28/9,303,11.86
Girton,Cambs,52.241,0.0814,2011,19/10,,7.39
Great Dunmow,Essex,51.8729,0.3578,2003,10/1,,
GSturton,Lincs,53.2729,-0.6666,2011,10/12,,6.93
GSturton,Lincs,53.2729,-0.6666,2012,10/1,,8.36
GSturton,Lincs,53.2729,-0.6666,2015,22/10,,10.68
GSturton,Lincs,53.2729,-0.6666,2016,10/9,,
Haddington,East Lothian,55.9587,-2.7749,2003,10/1,,
Hailes,Gloucs,51.9746,-1.9336,2014,12/3,,10.68
Hailes,Gloucs,51.9746,-1.9336,2015,10/1,,9.63
Hasely,Warwick,52.3091,-1.6641,2010,10/1,303,9.15
Hasely,Warwick,52.3091,-1.6641,2011,27/9,309,10.35
Headley Hall,North Yorkshire,53.8689,-1.32557,2005,10/1,,
Hemingby,Lincolnshire,53.2535,-0.1494,2004,10/1,,
High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,10/1,,
Hinstock,Shrops,52.836,-2.4575,2012,10/1,317,10.51
Histon,Cambridgeshire,52.2513,0.1185,2005,10/1,,
Histon,Cambs,52.2513,0.1185,2006,10/1,,
Histon,Cambs,52.2513,0.1185,2007,10/1,,
Hlegh,Ches,53.3537,-2.4508,2013,10/10,,11.65
Hlegh,Ches,53.3537,-2.4508,2014,10/10,308,9.53
Hlegh,Ches,53.3537,-2.4508,2015,10/2,317,10.23
Hlegh,Ches,53.3537,-2.4508,2016,10/12,,
Holbeach,Lincs,52.804,0.0134,2008,14/10,,10.83
Holbeach,Lincs,52.804,0.0134,2009,14/10,279,13.68
Holbeach,Lincs,52.804,0.0134,2011,16/10,,9.57
HORN,LINCS,53.2073,-0.1124,2002,10/1,,
Horncastle,Lincs.,53.2073,-0.1124,2003,10/1,,
Hull,ER Yorks.,53.7676,-0.3274,2003,10/1,,
Hull,Eyorks,53.7676,-0.3274,2007,10/1,,
Humbie,East Lothian,55.8551,-2.8648,2004,10/1,,
Humbie,East Lothian,55.8551,-2.8648,2005,10/1,,
Humbie,ELoth,55.8551,-2.8648,2006,10/1,,
Humbie,ELoth,55.8551,-2.8648,2007,10/1,,
Humbie,Eloth,55.8551,-2.8648,2008,10/2,332,12.47
Humbie,Eloth,55.8551,-2.8648,2009,10/2,,10.22
Humbie,Eloth,55.8551,-2.8648,2010,10/5,328,13.34
Humbie,Eloth,55.8551,-2.8648,2011,30/12,332,10.56
Humbie,Eloth,55.8551,-2.8648,2012,10/1,347,7.69
Humbie,Eloth,55.8551,-2.8648,2013,10/6,,9.6
Humbie,ELoth,55.8551,-2.8648,2014,30/9,,11.8
Humbie,Eloth,55.8551,-2.8648,2015,26/9,347,14.7
Humbie,ELoth,55.8551,-2.8648,2016,29/9,342,11.33
Huntwrth,Somset,51.1044,-2.9837,2011,18/10,277,11.88
Hythe,Kent,51.0717,1.0819,2006,10/1,,
Hythe,Kent,51.0717,1.0819,2007,10/1,,
Hythe,Kent,51.0717,1.0819,2008,27/9,302,13.01
Hythe,Kent,51.0717,1.0819,2009,27/9,296,13.02
Hythe,Kent,51.0717,1.0819,2011,10/1,295,14.11
Ickleton,Essex,52.0707,0.1743,2012,10/1,299,10.57
Ickleton,Essex,52.0707,0.1743,2013,11/8,270,8.67
Ickleton,Essex,52.0707,0.1743,2014,10/10,291,11.46
Ickleton,Cambs,52.0707,0.1743,2015,10/8,291,8.77
Ickleton,Cambs,52.0707,0.1743,2016,10/10,,
Ickleton,Cambs,52.0707,0.1743,2017,13/10,,
Ince Blundell,Merseyside,53.5239,-3.0258,2004,10/1,,
Ince Blundell,Merseyside,53.5239,-3.0258,2005,10/1,,
InceBld,Mersey,53.5239,-3.0258,2006,10/1,,
ItchnSk,Hants,51.0881,-1.2018,2015,10/2,,10.03
K LYNN,NORF,52.7517,0.4023,2002,10/1,,
K'STON,DEVON,51.41259,-3.927,2002,10/1,,
Kelso,ScBord,55.6,-2.4322,2017,10/3,,
KETT'G,NHANTS,52.3963,-0.7302,2002,10/1,,
Kettering,Northants.,52.3963,-0.7302,2003,10/1,,
Keysoe,Beds.,52.2517,-0.4249,2003,10/1,,
King's Lynn,Norf.,52.7517,0.4023,2003,10/1,,
Kinghorn,Fife,56.0712,-3.1743,2010,25/9,,8.99
Kinghorn,Fife,56.0712,-3.1743,2011,10/10,328,9.39
Kingsbridge,Devon,50.2839,-3.7775,2004,10/1,,
Kingston,Devon,51.41259,-3.9270,2003,10/1,,
LACEBY,LINCS,53.5419,-0.1692,2002,10/1,,
Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,10/1,,
Laurnkrk,Aberdn,56.8313,-2.4725,2006,10/1,,
Laurnkrk,Aberdn,56.8313,-2.4725,2007,10/1,,
Laurnkrk,Aberdn,56.8313,-2.4725,2008,16/10,332,9.78
Laurnkrk,Aberdn,56.8313,-2.4725,2009,16/10,343,7.53
Laurnkrk,Aberdn,56.8313,-2.4725,2010,29/9,338,10.06
Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,10/1,,
Lillesdn,Somset,51.0091,-2.9924,2009,11/4,,4.24
Lillesdn,Somset,51.0091,-2.9924,2010,28/10,272,8.41
LIMA'Y,LDERRY,55.0455,-6.9337,2002,10/1,,
Limavad,Lderry,55.0455,-6.9337,2007,10/1,,
Limavad,Lderry,55.0455,-6.9337,2008,10/1,,10.75
Limavad,Lderry,55.0455,-6.9337,2010,15/10,,12.91
Limavad,Lderry,55.0455,-6.9337,2012,10/1,,9.86
Limavad,Lderry,55.0455,-6.9337,2014,14/10,,11.21
Limavad,Lderry,55.0455,-6.9337,2015,14/10,330,12.09
Limavad,Lderry,55.0455,-6.9337,2016,20/10,311,10.78
Limavad,Lderry,55.0455,-6.9337,2017,24/10,,
Limavady,Londonderry,55.0455,-6.9337,2003,10/1,,
Limavady,Lderry,55.0455,-6.9337,2006,10/1,,
Little Saxham,Suffolk,52.2421,0.6353,2004,10/1,,
Little Staughton,Bedfordshire,52.2504,-0.3821,2004,10/1,,
Little Staughton,Bedfordshire,52.2504,-0.3821,2005,10/1,,
Lockbie,Dumfrs,55.1222,-3.349,2006,10/1,,
Lockerbie,Dumf/Gal.,55.1222,-3.349,2003,10/1,,
Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,10/1,,
Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,10/1,,
LStaugh,Beds,52.2504,-0.3821,2006,10/1,,
Luthermr,Aberdn,56.8063,-2.5565,2012,10/1,337,7.35
Luthermr,Aberdn,56.8063,-2.5565,2013,11/8,287,7.68
Luthermr,Aberdn,56.8063,-2.5565,2014,10/12,307,9.14
Luthermr,Aberdn,56.8063,-2.5565,2015,10/1,338,7.73
Lymm,Ches,53.3817,-2.48,2007,10/1,,
Lymm,Ches,53.3817,-2.48,2008,10/1,,10.77
Lymm,Ches,53.3817,-2.48,2010,14/10,,9.47
Lymm,Ches,53.3817,-2.48,2012,10/1,314,9.87
Malton,N Yorks.,54.1368,-0.7979,2003,10/1,,
ME MOW,LEICS,52.7664,-0.8871,2002,10/1,,
Melton Mowbray,Leics,52.7664,-0.8871,2003,10/1,,
Mendlesham,Sufflk,52.2492,1.0798,2014,30/10,,11.65
Mendlesham,Sufflk,52.2492,1.0798,2015,30/9,,11.67
Middridge,Darltn,54.6309,-1.6145,2008,10/1,,9.74
Morley,Nofk,52.5547,1.0396,2006,10/1,,
Morley,Norfk,52.5547,1.0396,2014,10/7,295,11.96
Morley,Norfk,52.5547,1.0396,2015,10/2,300,12.15
Morley,Norfk,52.5547,1.0396,2016,25/9,,10.85
Morley St Botolph,Norfolk,52.5547,1.0396,2004,10/1,,
MORP'H,NORTHD,55.1687,-1.6875,2002,10/1,,
Morpeth,Northumb.,55.1687,-1.6875,2003,10/1,,
Moulton,Lincs,52.2887,-0.8534,2013,10/12,300,8.58
Moulton,Lincs,52.2887,-0.8534,2014,10/8,299,11.8
Nether Wallop,Hants,51.1263,-1.569,2016,13/10,,11.16
Newch,Kent,52.1494,0.9316,2010,25/9,310,13.42
Newchurch,Kent,52.1494,0.9316,2005,10/1,,
Newport,Shrops,51.5842,-2.9977,2011,10/8,,9.07
North Dalton,EYorks,53.9571,-0.578,2017,10/4,,
OLD'M,ABER,57.33492,-2.3199,2002,10/1,,
Ormskirk,Lancs.,53.5689,-2.8851,2003,10/1,,
OTLEY,SUFF,52.1513,1.2202,2002,10/1,,
Ottham,Eyorks,51.2522,-0.6401,2008,10/1,,12.25
Perth,Prth&K,56.395,-3.4308,2007,10/1,,
Perth,Prth&K,56.395,-3.4308,2008,10/1,,10.25
Petham,Kent,51.223,1.0459,2012,10/1,307,11.34
Petham,Kent,51.223,1.0459,2014,17/10,285,10.24
Petham,Kent,51.223,1.0459,2016,10/4,,
Pinchbeck,Lincs,52.8137,-0.1588,2016,10/11,,
Pottn,Aberdn,57.232,-2.0912,2007,10/1,,
Quham,Norfk,52.4453,0.984,2007,10/1,,
Quidenham,Norfolk,52.4453,0.984,2004,10/1,,
Quidenham,Norfolk,52.4453,0.984,2005,10/1,,
Ragnal,Nottinghamshire,53.2556,-0.7963,2004,10/1,,
Ragnall,Nottinghamshire,53.2556,-0.7963,2005,10/1,,
Ragnall,Notts,53.2556,-0.7963,2006,10/1,,
Redwrth,Darltn,54.6054,-1.6293,2006,10/1,,
Redwrth,Darltn,54.6054,-1.6293,2007,10/1,,
Rhynd,Perth and Kinross,56.3653,-3.3657,2004,10/1,,
Rhynd,Perth & Kinross,56.3653,-3.3657,2005,10/1,,
Rhynd,Prth&K,56.3653,-3.3657,2006,10/1,,
Rudston,EYorks,54.0895,-0.3231,2006,10/1,,
Rudston,EYorks,54.0895,-0.3231,2007,10/1,,
Rudston,EYorks,54.0895,-0.3231,2009,10/10,298,9.29
Saltoun,ELoth,55.8976,-2.8646,2017,29/9,,
Sancton,EYorks,53.842,-0.6317,2012,10/1,,8.81
Sancton,EYorks,53.842,-0.6317,2014,10/11,302,8.99
Sandringm,Norfk,52.8269,0.5186,2011,13/10,290,8.81
SClims,Cornwl,50.5472,-4.316,2016,20/10,,
SLEAF,LINCS,53.0003,-0.4096,2002,10/1,,
Sleaford,Lincs.,53.0003,-0.4096,2003,10/1,,
SPALD,LINCS,52.7901,-0.1537,2002,10/1,,
Spalding,Lincs.,52.7901,-0.1537,2003,10/1,,
Spalding,Lincolnshire,52.7901,-0.1537,2004,10/1,,
Spalding,Lincolnshire,52.7901,-0.1537,2005,10/1,,
Spalding,Lincs,52.7901,-0.1537,2006,10/1,,
Spalding,Lincs,52.7901,-0.1537,2007,10/1,,
Spalding,Lincs,52.7901,-0.1537,2015,10/3,,8.47
Spalding,Lincs,52.7901,-0.1537,2017,10/7,,
StBosw,ScBord,55.5708,-2.6475,2010,10/1,,9.99
StBosw,ScBord,55.5708,-2.6475,2012,10/1,342,6.39
StBosw,ScBord,55.5708,-2.6475,2013,10/9,318,7.83
StBosw,ScBord,55.5708,-2.6475,2014,30/9,318,11.03
StBosw,ScBord,55.5708,-2.6475,2015,25/9,337,12.85
StBosw,ScBord,55.5708,-2.6475,2016,27/11,,
Stchwrth,Cambs,52.1992,0.3994,2010,14/10,,5.13
Stchwrth,Cambs,52.1992,0.3994,2011,21/10,,5.29
Stchwrth,Cambs,52.1992,0.3994,2012,10/1,299,8.57
Stowmarket,Suffolk,52.1889,0.9977,2005,10/1,,
Stowmrkt,Sufflk,52.1889,0.9977,2013,17/10,297,8.74
Swindon,Wilts.,51.5558,-1.7797,2003,10/1,,
Swindon,Wilts.,51.5558,-1.7797,2004,10/1,,
T'FORD,SHROPS,52.6784,-2.4453,2002,10/1,,
TADC'R,N YRKS,53.8836,-1.2609,2002,10/1,,
Tadcaster,N Yorks.,53.8836,-1.2609,2003,10/1,,
Telford,Shrops.,52.6784,-2.4453,2003,10/1,,
Telford,Shropshire,52.6784,-2.4453,2005,10/1,,
Telford,Shrops,52.6784,-2.4453,2006,10/1,,
Telford,Shrops,52.6784,-2.4453,2007,10/1,,
Thaxted,Essex,51.9533,0.3446,2016,10/9,,
Thaxted,Essex,51.9533,0.3446,2017,10/8,,
Thwing,EYorks,54.1158,-0.3903,2008,10/1,,10.07
Tibthorpe,EYorks,53.9836,-0.5368,2016,10/3,,
Todngton,Gloucs,51.9485,-0.5324,2006,10/1,,
TRawstn,Dorset,50.8575,-2.0897,2006,10/1,,
TRawstn,Dorset,50.8575,-2.0897,2007,10/1,,
Ulceby,NLincs,53.618,-0.3306,2007,10/1,,
Ulceby,NLincs,53.618,-0.3306,2009,10/9,286,9.05
Ulceby,NLincs,53.618,-0.3306,2010,24/9,323,10.92
Ulceby,NLincs,53.618,-0.3306,2011,10/11,296,10.44
Ulceby,NLincs,53.618,-0.3306,2012,10/1,319,8.71
Ulceby,NLincs,53.618,-0.3306,2013,10/2,316,9.82
Ulceby,NLincs,53.618,-0.3306,2014,28/9,308,11.56
Ulceby,NLincs,53.618,-0.3306,2015,10/3,321,10.87
Ulceby,Lincs,53.618,-0.3306,2016,10/11,,
Ulceby,Lincs,53.618,-0.3306,2017,26/10,,
Up Somborne,Hampshire,51.0884,-1.4321,2004,10/1,,
Up Somborne,Hampshire,51.0884,-1.4321,2005,10/1,,
UpSomb,Hants,51.0884,-1.4321,2006,10/1,,
UpSomb,Hants,51.0884,-1.4321,2007,10/1,,
W'BCH,CAMBS,52.66622,-2.1811,2002,10/1,,
WARM'R,WILTS,51.2046,0.1910,2002,10/1,,
Warwick,Warks.,52.2823,-1.5849,2003,10/1,,
Warwick,Warwickshire,52.2823,-1.5849,2004,10/1,,
Waterbeach,Cambs.,52.2656,0.1910,2003,10/1,,
Waterbeach,Cambridgeshire,52.2656,0.1910,2004,10/1,,
Waterbeach,Cambridgeshire,52.2656,0.1910,2005,10/1,,
WCharlt,Devon,50.2697,-3.7556,2006,10/1,,
WCharlt,Devon,50.2697,-3.7556,2008,10/2,,6.97
WCharlt,Devon,50.2697,-3.7556,2009,10/2,,11.42
WCharlt,Devon,50.2697,-3.7556,2010,10/1,,10.6
WCharlt,Devon,50.2697,-3.7556,2011,10/7,,9.11
WCharlt,Devon,50.2697,-3.7556,2013,19/10,,10.69
WCharlt,Devon,50.2697,-3.7556,2014,10/9,,9.64
WCharlt,Devon,50.2697,-3.7556,2015,20/10,,10.27
WCharlt,Devon,50.2697,-3.7556,2016,13/10,,9.13
Welbourn,Lincs,53.0754,-0.5588,2008,29/9,321,12.88
Welbourn,Lincs,53.0754,-0.5588,2009,29/9,316,12.36
Welbourn,Lincs,53.0754,-0.5588,2010,25/9,316,11.8
Welbourn,Lincs,53.0754,-0.5588,2011,10/5,,6.08
Welbourn,Lincs,53.0754,-0.5588,2012,10/1,323,10.42
Welbourn,Lincs,53.0754,-0.5588,2013,28/9,317,9.58
Welbourn,Lincs,53.0754,-0.5588,2014,30/9,303,10.37
Welbourn,Lincs,53.0754,-0.5588,2015,24/9,321,8.81
Welbourn,Lincs,53.0754,-0.5588,2016,10/1,317,10.98
Welbourn,Lincs,53.0754,-0.5588,2017,24/9,,
West Charleton,Devon,50.2697,-3.7556,2005,10/1,,
Weston,Lincs,51.3474,-0.0832,2012,10/1,,9.15
Whitsome,Scottish Borders,55.7484,-2.217,2004,10/1,,
Whitsome,Scottish Borders,55.7484,-2.217,2005,10/1,,
WIM SG,DORSET,50.9071,-1.9552,2002,10/1,,
Wimborne St Giles,Dorset,50.9071,-1.9552,2004,10/1,,
Wimbourne St Giles,Dorset,50.9071,-1.9552,2003,10/1,,
WINC'R,HANTS,51.0598,-1.3101,2002,10/1,,
Winchester,Hants.,51.0598,-1.3101,2003,10/1,,
Winchr,Hants,51.0598,-1.3101,2008,10/3,,11.33
Winchr,Hants,51.0598,-1.3101,2009,10/3,290,10.41
Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,10/1,,
Withernsea,EYorks,53.7313,0.0329,2016,30/9,,
WK'SOP,NOTTS,53.3093,-1.1227,2002,10/1,,
WNewton,EYorks,53.8229,-0.1805,2010,17/10,,7.71
Wolfertn,Norfk,52.8279,0.456,2006,10/1,,
Wolfertn,Norfk,52.8279,0.456,2007,10/1,,
Wolfertn,Norfk,52.8279,0.456,2008,10/9,294,14.02
Wolfertn,Norfk,52.8279,0.456,2009,10/9,,11.34
