Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Framlingham,Suffolk,52.2221,1.3421,2004,10/1,,
Framlingham,Suffolk,52.2221,1.3421,2005,10/1,,
Fridaythorpe,NYorks,54.0203,-0.6659,2017,10/4,320,10.01
Frisby,Leics,52.7525,-0.9713,2006,10/1,,
Frisby,Leics,52.7525,-0.9713,2007,10/1,,9.55
Frisby,Leics,52.7525,-0.9713,2008,10/1,,13.27
Frisby,Leics,52.7525,-0.9713,2010,28/9,303,10.01
Frisby,Leics,52.7525,-0.9713,2011,10/12,,
Frisby,Leics,52.7525,-0.9713,2012,10/1,,5.49
Frisby,Leics,52.7525,-0.9713,2013,10/9,,12.56
Frisby,Leics,52.7525,-0.9713,2014,10/5,293,14.11
Frisby,Leics,52.7525,-0.9713,2015,10/1,307,14.81
Frisby,Leics,52.7525,-0.9713,2016,10/1,310,11.33
Frisby,Leics,52.7525,-0.9713,2017,10/5,,11.83
Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,10/1,,
Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2005,10/1,,
Frsthrp,Lincs,53.244,-0.2114,2017,10/7,296,11.97
Gedding,Sufflk,52.1854,0.8525,2007,10/1,,7.93
Girton,Cambridgeshire,52.241,0.0814,2004,10/1,,
Girton,Cambs,52.241,0.0814,2009,29/9,300,9.3
Girton,Cambs,52.241,0.0814,2010,28/9,295,12
Girton,Cambs,52.241,0.0814,2011,19/10,,8.95
Great Dunmow,Essex,51.8729,0.3578,2003,10/1,,
GSturton,Lincs,53.2729,-0.6666,2011,10/12,,7.51
GSturton,Lincs,53.2729,-0.6666,2012,10/1,,7.51
GSturton,Lincs,53.2729,-0.6666,2015,22/10,,10.91
GSturton,Lincs,53.2729,-0.6666,2016,10/9,,10.02
Haddington,East Lothian,55.9587,-2.7749,2003,10/1,,
Hailes,Gloucs,51.9746,-1.9336,2014,12/3,,12.11
Hailes,Gloucs,51.9746,-1.9336,2015,10/1,,10.55
Hasely,Warwick,52.3091,-1.6641,2010,10/1,308,10.07
Hasely,Warwick,52.3091,-1.6641,2011,27/9,309,11.14
Headley Hall,North Yorkshire,53.8689,-1.32557,2005,10/1,,
Hemingby,Lincolnshire,53.2535,-0.1494,2004,10/1,,
High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,10/1,,
Hinstock,Shrops,52.836,-2.4575,2012,10/1,316,10.81
Histon,Cambridgeshire,52.2513,0.1185,2005,10/1,,
Histon,Cambs,52.2513,0.1185,2006,10/1,,
Histon,Cambs,52.2513,0.1185,2007,10/1,297,10.74
Hlegh,Ches,53.3537,-2.4508,2013,10/10,,12.55
Hlegh,Ches,53.3537,-2.4508,2014,10/10,308,11.06
Hlegh,Ches,53.3537,-2.4508,2015,10/2,319,12.03
Hlegh,Ches,53.3537,-2.4508,2016,10/12,303,9.99
Holbeach,Lincs,52.804,0.0134,2008,14/10,,11.57
Holbeach,Lincs,52.804,0.0134,2009,14/10,282,14.29
Holbeach,Lincs,52.804,0.0134,2011,16/10,,
HORN,LINCS,53.2073,-0.1124,2002,10/1,,
Horncastle,Lincs.,53.2073,-0.1124,2003,10/1,,
Hull,ER Yorks.,53.7676,-0.3274,2003,10/1,,
Hull,Eyorks,53.7676,-0.3274,2007,10/1,296,8.95
Humbie,East Lothian,55.8551,-2.8648,2004,10/1,,
Humbie,East Lothian,55.8551,-2.8648,2005,10/1,,
Humbie,ELoth,55.8551,-2.8648,2006,10/1,,
Humbie,ELoth,55.8551,-2.8648,2007,10/1,336,9.65
Humbie,Eloth,55.8551,-2.8648,2008,10/2,334,11.82
Humbie,Eloth,55.8551,-2.8648,2009,10/2,,10.27
Humbie,Eloth,55.8551,-2.8648,2010,10/5,330,13.31
Humbie,Eloth,55.8551,-2.8648,2011,30/12,334,11.26
Humbie,Eloth,55.8551,-2.8648,2012,10/1,347,7.22
Humbie,Eloth,55.8551,-2.8648,2013,10/6,,10.23
Humbie,ELoth,55.8551,-2.8648,2014,30/9,,12.66
Humbie,Eloth,55.8551,-2.8648,2015,26/9,348,14.67
Humbie,ELoth,55.8551,-2.8648,2016,29/9,344,
Huntwrth,Somset,51.1044,-2.9837,2011,18/10,279,11.65
Hythe,Kent,51.0717,1.0819,2006,10/1,,
Hythe,Kent,51.0717,1.0819,2007,10/1,301,12.28
Hythe,Kent,51.0717,1.0819,2008,27/9,307,13.18
Hythe,Kent,51.0717,1.0819,2009,27/9,302,13.41
Hythe,Kent,51.0717,1.0819,2011,10/1,,
Ickleton,Essex,52.0707,0.1743,2012,10/1,302,11.09
Ickleton,Essex,52.0707,0.1743,2013,11/8,273,9.46
Ickleton,Essex,52.0707,0.1743,2014,10/10,291,11.89
Ickleton,Cambs,52.0707,0.1743,2015,10/8,297,9.82
Ickleton,Cambs,52.0707,0.1743,2016,10/10,298,10.16
Ickleton,Cambs,52.0707,0.1743,2017,13/10,282,6.84
Ince Blundell,Merseyside,53.5239,-3.0258,2004,10/1,,
Ince Blundell,Merseyside,53.5239,-3.0258,2005,10/1,,
InceBld,Mersey,53.5239,-3.0258,2006,10/1,,
ItchnSk,Hants,51.0881,-1.2018,2015,10/2,,10.72
K LYNN,NORF,52.7517,0.4023,2002,10/1,,
K'STON,DEVON,51.41259,-3.927,2002,10/1,,
Kelso,ScBord,55.6,-2.4322,2017,10/3,322,11.36
KETT'G,NHANTS,52.3963,-0.7302,2002,10/1,,
Kettering,Northants.,52.3963,-0.7302,2003,10/1,,
Keysoe,Beds.,52.2517,-0.4249,2003,10/1,,
King's Lynn,Norf.,52.7517,0.4023,2003,10/1,,
Kinghorn,Fife,56.0712,-3.1743,2010,25/9,,9.84
Kinghorn,Fife,56.0712,-3.1743,2011,10/10,331,10.31
Kingsbridge,Devon,50.2839,-3.7775,2004,10/1,,
Kingston,Devon,51.41259,-3.9270,2003,10/1,,
LACEBY,LINCS,53.5419,-0.1692,2002,10/1,,
Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,10/1,,
Laurnkrk,Aberdn,56.8313,-2.4725,2006,10/1,,
Laurnkrk,Aberdn,56.8313,-2.4725,2007,10/1,328,9.34
Laurnkrk,Aberdn,56.8313,-2.4725,2008,16/10,332,9.19
Laurnkrk,Aberdn,56.8313,-2.4725,2009,16/10,346,10.15
Laurnkrk,Aberdn,56.8313,-2.4725,2010,29/9,339,10.47
Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,10/1,,
Lillesdn,Somset,51.0091,-2.9924,2009,11/4,,4.28
Lillesdn,Somset,51.0091,-2.9924,2010,28/10,270,8.21
LIMA'Y,LDERRY,55.0455,-6.9337,2002,10/1,,
Limavad,Lderry,55.0455,-6.9337,2007,10/1,,11.69
Limavad,Lderry,55.0455,-6.9337,2008,10/1,,11.2
Limavad,Lderry,55.0455,-6.9337,2010,15/10,,12.95
Limavad,Lderry,55.0455,-6.9337,2012,10/1,,9.31
Limavad,Lderry,55.0455,-6.9337,2014,14/10,,11.79
Limavad,Lderry,55.0455,-6.9337,2015,14/10,330,13.2
Limavad,Lderry,55.0455,-6.9337,2016,20/10,310,10.49
Limavad,Lderry,55.0455,-6.9337,2017,24/10,298,12.42
Limavady,Londonderry,55.0455,-6.9337,2003,10/1,,
Limavady,Lderry,55.0455,-6.9337,2006,10/1,,
Little Saxham,Suffolk,52.2421,0.6353,2004,10/1,,
Little Staughton,Bedfordshire,52.2504,-0.3821,2004,10/1,,
Little Staughton,Bedfordshire,52.2504,-0.3821,2005,10/1,,
Lockbie,Dumfrs,55.1222,-3.349,2006,10/1,,
Lockerbie,Dumf/Gal.,55.1222,-3.349,2003,10/1,,
Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,10/1,,
Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,10/1,,
LStaugh,Beds,52.2504,-0.3821,2006,10/1,,
Luthermr,Aberdn,56.8063,-2.5565,2012,10/1,336,8.34
Luthermr,Aberdn,56.8063,-2.5565,2013,11/8,288,8.06
Luthermr,Aberdn,56.8063,-2.5565,2014,10/12,308,9.44
Luthermr,Aberdn,56.8063,-2.5565,2015,10/1,338,9.11
Lymm,Ches,53.3817,-2.48,2007,10/1,,8.05
Lymm,Ches,53.3817,-2.48,2008,10/1,,11.5
Lymm,Ches,53.3817,-2.48,2010,14/10,,9.74
Lymm,Ches,53.3817,-2.48,2012,10/1,313,9.9
Malton,N Yorks.,54.1368,-0.7979,2003,10/1,,
ME MOW,LEICS,52.7664,-0.8871,2002,10/1,,
Melton Mowbray,Leics,52.7664,-0.8871,2003,10/1,,
Mendlesham,Sufflk,52.2492,1.0798,2014,30/10,,11.91
Mendlesham,Sufflk,52.2492,1.0798,2015,30/9,,11.57
Middridge,Darltn,54.6309,-1.6145,2008,10/1,,10.06
Morley,Nofk,52.5547,1.0396,2006,10/1,,
Morley,Norfk,52.5547,1.0396,2014,10/7,296,12.66
Morley,Norfk,52.5547,1.0396,2015,10/2,303,12.06
Morley,Norfk,52.5547,1.0396,2016,25/9,,10.66
Morley St Botolph,Norfolk,52.5547,1.0396,2004,10/1,,
MORP'H,NORTHD,55.1687,-1.6875,2002,10/1,,
Morpeth,Northumb.,55.1687,-1.6875,2003,10/1,,
Moulton,Lincs,52.2887,-0.8534,2013,10/12,301,10.52
Moulton,Lincs,52.2887,-0.8534,2014,10/8,300,12.41
Nether Wallop,Hants,51.1263,-1.569,2016,13/10,,11.31
Newch,Kent,52.1494,0.9316,2010,25/9,310,14.03
Newchurch,Kent,52.1494,0.9316,2005,10/1,,
Newport,Shrops,51.5842,-2.9977,2011,10/8,,11.23
North Dalton,EYorks,53.9571,-0.578,2017,10/4,322,12.81
OLD'M,ABER,57.33492,-2.3199,2002,10/1,,
Ormskirk,Lancs.,53.5689,-2.8851,2003,10/1,,
OTLEY,SUFF,52.1513,1.2202,2002,10/1,,
Ottham,Eyorks,51.2522,-0.6401,2008,10/1,,12.57
Perth,Prth&K,56.395,-3.4308,2007,10/1,,10.87
Perth,Prth&K,56.395,-3.4308,2008,10/1,,10.95
Petham,Kent,51.223,1.0459,2012,10/1,309,11.97
Petham,Kent,51.223,1.0459,2014,17/10,286,10.49
Petham,Kent,51.223,1.0459,2016,10/4,304,9.95
Pinchbeck,Lincs,52.8137,-0.1588,2016,10/11,294,10.33
Pottn,Aberdn,57.232,-2.0912,2007,10/1,355,9.93
Quham,Norfk,52.4453,0.984,2007,10/1,,10.42
Quidenham,Norfolk,52.4453,0.984,2004,10/1,,
Quidenham,Norfolk,52.4453,0.984,2005,10/1,,
Ragnal,Nottinghamshire,53.2556,-0.7963,2004,10/1,,
Ragnall,Nottinghamshire,53.2556,-0.7963,2005,10/1,,
Ragnall,Notts,53.2556,-0.7963,2006,10/1,,
Redwrth,Darltn,54.6054,-1.6293,2006,10/1,,
Redwrth,Darltn,54.6054,-1.6293,2007,10/1,,10.58
Rhynd,Perth and Kinross,56.3653,-3.3657,2004,10/1,,
Rhynd,Perth & Kinross,56.3653,-3.3657,2005,10/1,,
Rhynd,Prth&K,56.3653,-3.3657,2006,10/1,,
Rudston,EYorks,54.0895,-0.3231,2006,10/1,,
Rudston,EYorks,54.0895,-0.3231,2007,10/1,312,8.51
Rudston,EYorks,54.0895,-0.3231,2009,10/10,306,10.05
Saltoun,ELoth,55.8976,-2.8646,2017,29/9,344,11.82
Sancton,EYorks,53.842,-0.6317,2012,10/1,,8.25
Sancton,EYorks,53.842,-0.6317,2014,10/11,304,9.48
Sandringm,Norfk,52.8269,0.5186,2011,13/10,,
SClims,Cornwl,50.5472,-4.316,2016,20/10,,9.34
SLEAF,LINCS,53.0003,-0.4096,2002,10/1,,
Sleaford,Lincs.,53.0003,-0.4096,2003,10/1,,
SPALD,LINCS,52.7901,-0.1537,2002,10/1,,
Spalding,Lincs.,52.7901,-0.1537,2003,10/1,,
Spalding,Lincolnshire,52.7901,-0.1537,2004,10/1,,
Spalding,Lincolnshire,52.7901,-0.1537,2005,10/1,,
Spalding,Lincs,52.7901,-0.1537,2006,10/1,,
Spalding,Lincs,52.7901,-0.1537,2007,10/1,292,10.16
Spalding,Lincs,52.7901,-0.1537,2015,10/3,,9.56
Spalding,Lincs,52.7901,-0.1537,2017,10/7,289,12.32
StBosw,ScBord,55.5708,-2.6475,2010,10/1,,11.09
StBosw,ScBord,55.5708,-2.6475,2012,10/1,341,6.86
StBosw,ScBord,55.5708,-2.6475,2013,10/9,319,9.07
StBosw,ScBord,55.5708,-2.6475,2014,30/9,322,12.05
StBosw,ScBord,55.5708,-2.6475,2015,25/9,339,12.94
StBosw,ScBord,55.5708,-2.6475,2016,27/11,340,11.54
Stchwrth,Cambs,52.1992,0.3994,2010,14/10,,5.72
Stchwrth,Cambs,52.1992,0.3994,2011,21/10,,6.16
Stchwrth,Cambs,52.1992,0.3994,2012,10/1,301,9.02
Stowmarket,Suffolk,52.1889,0.9977,2005,10/1,,
Stowmrkt,Sufflk,52.1889,0.9977,2013,17/10,299,9.83
Swindon,Wilts.,51.5558,-1.7797,2003,10/1,,
Swindon,Wilts.,51.5558,-1.7797,2004,10/1,,
T'FORD,SHROPS,52.6784,-2.4453,2002,10/1,,
TADC'R,N YRKS,53.8836,-1.2609,2002,10/1,,
Tadcaster,N Yorks.,53.8836,-1.2609,2003,10/1,,
Telford,Shrops.,52.6784,-2.4453,2003,10/1,,
Telford,Shropshire,52.6784,-2.4453,2005,10/1,,
Telford,Shrops,52.6784,-2.4453,2006,10/1,,
Telford,Shrops,52.6784,-2.4453,2007,10/1,,11.23
Thaxted,Essex,51.9533,0.3446,2016,10/9,290,12.14
Thaxted,Essex,51.9533,0.3446,2017,10/8,274,10.92
Thwing,EYorks,54.1158,-0.3903,2008,10/1,,10.05
Tibthorpe,EYorks,53.9836,-0.5368,2016,10/3,321,11.63
Todngton,Gloucs,51.9485,-0.5324,2006,10/1,,
TRawstn,Dorset,50.8575,-2.0897,2006,10/1,,
TRawstn,Dorset,50.8575,-2.0897,2007,10/1,,8.93
Ulceby,NLincs,53.618,-0.3306,2007,10/1,288,10.19
Ulceby,NLincs,53.618,-0.3306,2009,10/9,292,9.79
Ulceby,NLincs,53.618,-0.3306,2010,24/9,324,10.56
Ulceby,NLincs,53.618,-0.3306,2011,10/11,,
Ulceby,NLincs,53.618,-0.3306,2012,10/1,320,8.18
Ulceby,NLincs,53.618,-0.3306,2013,10/2,319,10.72
Ulceby,NLincs,53.618,-0.3306,2014,28/9,312,11.81
Ulceby,NLincs,53.618,-0.3306,2015,10/3,323,11.04
Ulceby,Lincs,53.618,-0.3306,2016,10/11,315,11.11
Ulceby,Lincs,53.618,-0.3306,2017,26/10,285,11.86
Up Somborne,Hampshire,51.0884,-1.4321,2004,10/1,,
Up Somborne,Hampshire,51.0884,-1.4321,2005,10/1,,
UpSomb,Hants,51.0884,-1.4321,2006,10/1,,
UpSomb,Hants,51.0884,-1.4321,2007,10/1,310,11.84
W'BCH,CAMBS,52.66622,-2.1811,2002,10/1,,
WARM'R,WILTS,51.2046,0.1910,2002,10/1,,
Warwick,Warks.,52.2823,-1.5849,2003,10/1,,
Warwick,Warwickshire,52.2823,-1.5849,2004,10/1,,
Waterbeach,Cambs.,52.2656,0.1910,2003,10/1,,
Waterbeach,Cambridgeshire,52.2656,0.1910,2004,10/1,,
Waterbeach,Cambridgeshire,52.2656,0.1910,2005,10/1,,
WCharlt,Devon,50.2697,-3.7556,2006,10/1,,
WCharlt,Devon,50.2697,-3.7556,2008,10/2,,9.39
WCharlt,Devon,50.2697,-3.7556,2009,10/2,,12.37
WCharlt,Devon,50.2697,-3.7556,2010,10/1,,11.09
WCharlt,Devon,50.2697,-3.7556,2011,10/7,,9.46
WCharlt,Devon,50.2697,-3.7556,2013,19/10,,11
WCharlt,Devon,50.2697,-3.7556,2014,10/9,,11.48
WCharlt,Devon,50.2697,-3.7556,2015,20/10,,
WCharlt,Devon,50.2697,-3.7556,2016,13/10,,9.7
Welbourn,Lincs,53.0754,-0.5588,2008,29/9,321,12.81
Welbourn,Lincs,53.0754,-0.5588,2009,29/9,320,13.93
Welbourn,Lincs,53.0754,-0.5588,2010,25/9,321,11.85
Welbourn,Lincs,53.0754,-0.5588,2011,10/5,,7.27
Welbourn,Lincs,53.0754,-0.5588,2012,10/1,327,9.78
Welbourn,Lincs,53.0754,-0.5588,2013,28/9,317,10.46
Welbourn,Lincs,53.0754,-0.5588,2014,30/9,304,11.27
Welbourn,Lincs,53.0754,-0.5588,2015,24/9,322,8.93
Welbourn,Lincs,53.0754,-0.5588,2016,10/1,318,10.68
Welbourn,Lincs,53.0754,-0.5588,2017,24/9,313,11.18
West Charleton,Devon,50.2697,-3.7556,2005,10/1,,
Weston,Lincs,51.3474,-0.0832,2012,10/1,,9.66
Whitsome,Scottish Borders,55.7484,-2.217,2004,10/1,,
Whitsome,Scottish Borders,55.7484,-2.217,2005,10/1,,
WIM SG,DORSET,50.9071,-1.9552,2002,10/1,,
Wimborne St Giles,Dorset,50.9071,-1.9552,2004,10/1,,
Wimbourne St Giles,Dorset,50.9071,-1.9552,2003,10/1,,
WINC'R,HANTS,51.0598,-1.3101,2002,10/1,,
Winchester,Hants.,51.0598,-1.3101,2003,10/1,,
Winchr,Hants,51.0598,-1.3101,2008,10/3,,11.61
Winchr,Hants,51.0598,-1.3101,2009,10/3,291,11.3
